Unnamed: 0,ts_code,trade_date,open,close,high,low,pre_close,vol
67,SPX,20221221,3839.49,3878.44,3889.82,3839.49,3821.62,2148847.0
68,SPX,20221220,3810.47,3821.62,3838.24,3795.62,3817.66,2209957.0
69,SPX,20221219,3853.79,3817.66,3854.86,3800.04,3852.36,2299211.0
70,SPX,20221216,3890.91,3852.36,3890.91,3827.91,3895.75,5089538.0
71,SPX,20221215,3958.37,3895.75,3958.37,3879.45,3995.32,2703927.0
72,SPX,20221214,4015.54,3995.32,4053.76,3965.65,4019.65,2603891.0
73,SPX,20221213,4069.38,4019.65,4100.96,3993.03,3990.56,3087952.0
74,SPX,20221212,3939.29,3990.56,3990.71,3935.3,3934.38,2285905.0
75,SPX,20221209,3954.17,3934.38,3977.02,3933.04,3963.51,2123231.0
76,SPX,20221208,3947.79,3963.51,3974.19,3935.83,3933.92,2157778.0
77,SPX,20221207,3933.28,3933.92,3957.57,3922.68,3941.26,2263753.0
78,SPX,20221206,3996.63,3941.26,4001.51,3918.39,3998.84,2367141.0
79,SPX,20221205,4052.02,3998.84,4052.45,3984.49,4071.7,2278161.0
80,SPX,20221202,4040.17,4071.7,4080.48,4026.63,4076.57,2076416.0
81,SPX,20221201,4087.14,4076.57,4100.51,4050.87,4080.11,2319415.0
82,SPX,20221130,3957.18,4080.11,4080.11,3938.58,3957.63,3725030.0
83,SPX,20221129,3964.19,3957.63,3976.77,3937.65,3963.94,1904609.0
84,SPX,20221128,4005.36,3963.94,4012.27,3955.77,4026.12,2097893.0
85,SPX,20221125,4023.34,4026.12,4034.02,4020.76,4027.26,902964.0
86,SPX,20221123,4000.3,4027.26,4033.78,3998.66,4003.58,1753877.0
87,SPX,20221122,3965.51,4003.58,4005.88,3956.88,3949.94,1998945.0
88,SPX,20221121,3956.23,3949.94,3962.0,3933.34,3965.34,2113923.0
89,SPX,20221118,3966.39,3965.34,3979.89,3935.98,3946.56,2236041.0
90,SPX,20221117,3919.26,3946.56,3954.33,3906.54,3958.79,2196880.0
91,SPX,20221116,3976.82,3958.79,3983.09,3954.34,3991.73,2406651.0
92,SPX,20221115,4006.41,3991.73,4028.84,3953.17,3957.25,2794165.0
93,SPX,20221114,3977.97,3957.25,4008.97,3956.4,3992.93,2615043.0
94,SPX,20221111,3963.72,3992.93,4001.48,3944.82,3956.37,3032917.0
95,SPX,20221110,3859.89,3956.37,3958.33,3859.89,3748.57,3357653.0
96,SPX,20221109,3810.94,3748.57,3818.2,3744.22,3828.11,2542783.0
97,SPX,20221108,3817.02,3828.11,3859.4,3786.28,3806.8,2586670.0
98,SPX,20221107,3780.71,3806.8,3813.95,3764.7,3770.55,2496453.0
99,SPX,20221104,3766.98,3770.55,3796.34,3708.84,3719.89,3025947.0
100,SPX,20221103,3733.25,3719.89,3750.59,3698.15,3759.69,2856235.0
101,SPX,20221102,3852.9,3759.69,3894.44,3758.68,3856.1,3113992.0
102,SPX,20221101,3901.79,3856.1,3911.79,3843.8,3871.98,2621979.0
103,SPX,20221031,3881.85,3871.98,3893.73,3863.18,3901.06,2805343.0
104,SPX,20221028,3808.26,3901.06,3905.42,3808.26,3807.3,2901520.0
105,SPX,20221027,3834.69,3807.3,3859.95,3803.79,3830.6,3065025.0
106,SPX,20221026,3825.97,3830.6,3886.15,3824.07,3859.11,2920633.0
107,SPX,20221025,3799.44,3859.11,3862.85,3799.44,3797.34,2710890.0
108,SPX,20221024,3762.01,3797.34,3810.74,3741.65,3752.75,2588908.0
109,SPX,20221021,3657.1,3752.75,3757.89,3647.42,3665.78,3006077.0
110,SPX,20221020,3689.05,3665.78,3736.0,3656.44,3695.16,2643574.0
111,SPX,20221019,3703.11,3695.16,3728.58,3666.51,3719.98,2398756.0
112,SPX,20221018,3746.26,3719.98,3762.79,3686.53,3677.95,2663739.0
113,SPX,20221017,3638.65,3677.95,3689.73,3638.65,3583.07,2581607.0
114,SPX,20221014,3690.41,3583.07,3712.0,3579.68,3669.91,2666728.0
115,SPX,20221013,3520.37,3669.91,3685.41,3491.58,3577.03,3202991.0
116,SPX,20221012,3590.83,3577.03,3608.34,3573.86,3588.84,2375059.0
117,SPX,20221011,3595.86,3588.84,3640.66,3568.45,3612.39,2731977.0
118,SPX,20221010,3647.51,3612.39,3652.17,3588.1,3639.66,2381483.0
119,SPX,20221007,3706.74,3639.66,3706.74,3620.73,3744.52,2716139.0
120,SPX,20221006,3771.97,3744.52,3797.93,3739.22,3783.28,2518959.0
121,SPX,20221005,3753.25,3783.28,3806.91,3722.66,3790.93,2502482.0
122,SPX,20221004,3726.46,3790.93,3791.92,3726.46,3678.43,2915002.0
123,SPX,20221003,3609.78,3678.43,3698.35,3604.93,3585.62,2776285.0
124,SPX,20220930,3633.48,3585.62,3671.44,3584.13,3640.47,3146085.0
125,SPX,20220929,3687.01,3640.47,3687.01,3610.4,3719.04,2601214.0
126,SPX,20220928,3651.94,3719.04,3736.74,3640.61,3647.29,2637915.0
127,SPX,20220927,3686.44,3647.29,3717.53,3623.29,3655.04,2548805.0
128,SPX,20220926,3682.72,3655.04,3715.67,3644.76,3693.23,2634969.0
129,SPX,20220923,3727.14,3693.23,3727.14,3647.47,3757.99,2812566.0
130,SPX,20220922,3782.36,3757.99,3790.9,3749.45,3789.93,2450867.0
131,SPX,20220921,3871.4,3789.93,3907.07,3789.49,3855.93,2487138.0
132,SPX,20220920,3875.23,3855.93,3876.01,3827.54,3899.89,2335995.0
133,SPX,20220919,3849.91,3899.89,3900.45,3838.5,3873.33,2117736.0
134,SPX,20220916,3880.95,3873.33,3880.95,3837.08,3901.35,4363348.0
135,SPX,20220915,3932.41,3901.35,3959.14,3888.28,3946.01,2510230.0
136,SPX,20220914,3940.73,3946.01,3961.94,3912.18,3932.69,2483572.0
137,SPX,20220913,4037.12,3932.69,4037.12,3921.28,4110.41,2642497.0
138,SPX,20220912,4083.67,4110.41,4119.28,4083.67,4067.36,2147245.0
139,SPX,20220909,4022.94,4067.36,4076.81,4022.94,4006.18,2097275.0
140,SPX,20220908,3959.94,4006.18,4010.5,3944.81,3979.87,2290058.0
141,SPX,20220907,3909.43,3979.87,3987.89,3906.03,3908.19,2209800.0
142,SPX,20220906,3930.89,3908.19,3942.55,3886.75,3924.26,2249694.0
143,SPX,20220902,3994.66,3924.26,4018.43,3906.21,3966.85,2083182.0
144,SPX,20220901,3936.73,3966.85,3970.23,3903.65,3955.0,2303154.0
145,SPX,20220831,4000.67,3955.0,4015.37,3954.53,3986.16,2541475.0
146,SPX,20220830,4041.25,3986.16,4044.98,3965.21,4030.61,2080876.0
147,SPX,20220829,4034.58,4030.61,4062.99,4017.42,4057.66,1893833.0
148,SPX,20220826,4198.74,4057.66,4203.04,4057.66,4199.12,2113424.0
149,SPX,20220825,4153.26,4199.12,4200.54,4147.59,4140.77,1847593.0
150,SPX,20220824,4126.55,4140.77,4156.56,4119.97,4128.73,1737028.0
151,SPX,20220823,4133.09,4128.73,4159.77,4124.03,4137.99,1786029.0
152,SPX,20220822,4195.08,4137.99,4195.08,4129.86,4228.48,1976204.0
153,SPX,20220819,4266.31,4228.48,4266.31,4218.7,4283.74,2045646.0
154,SPX,20220818,4273.13,4283.74,4292.53,4261.98,4274.04,1749458.0
155,SPX,20220817,4280.4,4274.04,4302.18,4253.08,4305.2,1862586.0
156,SPX,20220816,4290.46,4305.2,4325.28,4277.77,4297.14,1912449.0
157,SPX,20220815,4269.37,4297.14,4301.79,4256.9,4280.15,1777923.0
158,SPX,20220812,4225.02,4280.15,4280.47,4219.78,4207.27,1828501.0
159,SPX,20220811,4227.4,4207.27,4257.91,4201.41,4210.24,2080835.0
160,SPX,20220810,4181.02,4210.24,4211.03,4177.26,4122.47,2240787.0
161,SPX,20220809,4133.11,4122.47,4137.3,4112.09,4140.06,2048974.0
162,SPX,20220808,4155.93,4140.06,4186.62,4128.97,4145.19,2120440.0
163,SPX,20220805,4115.87,4145.19,4151.58,4107.31,4151.94,2027451.0
164,SPX,20220804,4154.85,4151.94,4161.29,4135.42,4155.17,2260188.0
165,SPX,20220803,4107.96,4155.17,4167.66,4107.96,4091.19,2436477.0
166,SPX,20220802,4104.21,4091.19,4140.47,4079.81,4118.63,2262201.0
167,SPX,20220801,4112.38,4118.63,4144.95,4096.02,4130.29,2289873.0
168,SPX,20220729,4087.33,4130.29,4140.15,4079.22,4072.43,2894154.0
169,SPX,20220728,4026.13,4072.43,4078.95,3992.97,4023.61,2544391.0
170,SPX,20220727,3951.43,4023.61,4039.56,3951.43,3921.05,2457907.0
171,SPX,20220726,3953.22,3921.05,3953.22,3910.74,3966.84,2136983.0
172,SPX,20220725,3965.72,3966.84,3975.3,3943.46,3961.63,1945715.0
173,SPX,20220722,3998.43,3961.63,4012.44,3938.86,3998.95,2224927.0
174,SPX,20220721,3955.47,3998.95,3999.29,3927.64,3959.9,2498029.0
175,SPX,20220720,3935.32,3959.9,3974.13,3922.03,3936.69,2344933.0
176,SPX,20220719,3860.73,3936.69,3939.81,3860.73,3830.85,2384285.0
177,SPX,20220718,3883.79,3830.85,3902.44,3818.63,3863.16,2194525.0
178,SPX,20220715,3818.0,3863.16,3863.62,3817.18,3790.38,2328223.0
179,SPX,20220714,3763.99,3790.38,3796.41,3721.56,3801.78,2181636.0
180,SPX,20220713,3779.67,3801.78,3829.44,3759.07,3818.8,2058496.0
181,SPX,20220712,3851.95,3818.8,3873.41,3802.36,3854.43,2130143.0
182,SPX,20220711,3880.94,3854.43,3880.94,3847.22,3899.38,1825910.0
183,SPX,20220708,3888.26,3899.38,3918.5,3869.34,3902.62,1767935.0
184,SPX,20220707,3858.85,3902.62,3910.63,3858.85,3845.08,2086720.0
185,SPX,20220706,3831.98,3845.08,3870.91,3809.37,3831.39,2203973.0
186,SPX,20220705,3792.61,3831.39,3832.19,3742.06,3825.33,2506060.0
187,SPX,20220701,3781.0,3825.33,3829.82,3752.1,3785.38,2195445.0
188,SPX,20220630,3785.99,3785.38,3818.99,3738.67,3818.83,2683772.0
189,SPX,20220629,3825.09,3818.83,3836.5,3799.02,3821.55,2111065.0
190,SPX,20220628,3913.0,3821.55,3945.86,3820.14,3900.11,2252854.0
191,SPX,20220627,3920.76,3900.11,3927.72,3889.66,3911.74,2124362.0
192,SPX,20220624,3821.75,3911.74,3913.65,3821.75,3795.73,3463803.0
193,SPX,20220623,3774.71,3795.73,3802.58,3743.52,3759.89,2517500.0
194,SPX,20220622,3733.89,3759.89,3801.79,3717.69,3764.79,2486465.0
195,SPX,20220621,3715.31,3764.79,3779.65,3715.31,3674.84,2678185.0
196,SPX,20220617,3665.9,3674.84,3707.71,3636.87,3666.77,4692267.0
197,SPX,20220616,3728.18,3666.77,3728.18,3639.77,3789.99,3108178.0
198,SPX,20220615,3764.05,3789.99,3837.56,3722.3,3735.48,2783031.0
199,SPX,20220614,3763.52,3735.48,3778.18,3705.68,3749.63,2655239.0
200,SPX,20220613,3838.15,3749.63,3838.15,3734.3,3900.86,3086104.0
201,SPX,20220610,3974.39,3900.86,3974.39,3900.16,4017.82,2517737.0
